Soberanía energética,Economía con justicia social,Ciencia tecnología y humanismo,Bienestar social,Trabajo,Estado,Distrito
,Invertir en infraestructura y dejar de impulsar programas de dinero a la mano. ,,,,Tabasco,3
,Impulsar a las pequeñas y medianas empresas. ,,,,Tabasco,3
,Bajar los impuestos a los trabajadores. Eliminar impuestos a todos los trabajadores. ,,,,Tabasco,3
,Con Adán para continuar con la Cuarta Transformación. Solo así se consolida el proyecto que inició AMLO.,,,,Tabasco,3
,Que también nos den apoyos a los que tienen posibilidades en comunidades que solo son olvidados …,,,,Tabasco,3
,Más programas sociales para los que menos tienen. ,,,,Tabasco,3
,Erradicar la corrupción política y no seguir con la imposición de candidatos que tapen la corrupción del que sale. ,,,,Tabasco,3
,Tratar de que todos paguen los impuestos generados para el bienestar de los programas sociales. ,,,,Tabasco,3
,Ser unidos y para todos la seguridad. ,,,,Tabasco,3
Impulsar que las energías sean limpias y puras ,Justicia para todos ,Crear un proyecto que beneficie a toda la población y no solamente a unos cuantos,Mejorar el servicio y la atención en el instituto mexicano de seguridad social y qué mejoren los hospitales de gobierno. No se debe jugar con la seguridad y la salu de la gente.,Trabajo digno y respeto a las jornadas laborales con igualdad.,Tabasco,4
Impulsar y desarrollar estrategías par crear una industría energética justa y limpias para el pueblo de México,Llevar a cabo un proceso de industrialización del país ,Que los gobernantes tengan una verdadera vocación de humanismo,Vigilar que se apliquen de forma adecuada los programas sociales.,Respeto las jornadas laborales y pago digno de horario extra.,Tabasco,4
Promover la energía limpia y justa ,Debemos cuidar entre todos a la economí social. Es fundamental par el desarrollo de nustro país. ,Impulsar a jóvenes innovadores para que desarrollen sus proyectos.,La educación debe ser un derecho desde pequeña y hasta la vida adulta.,Que los pequeños y grandes empleadores le den realmente beneficios a sus trabajadores como seguro social e infonavit.,Tabasco,4
Promover el desarrollo de una energía limpia y justa ,Transparencia en las intituciones encargadas de economía,Los apoyos para quienes estudian posgrados deben entregarse de manera inmediata para apoyar el desarrollo científico,Que la ayuda llegue a la gente que en verdad lo necesita.,Que los sindicatos defiendan al trabajador de acuerdo con la ley,Tabasco,4
Que la producción de energía beneficie a todos ,Que realmente se vigilen las estructuras para garantizar los recursos y apoyos y que se entreguen a quienes lo necesitan realmente los más vulnerables.,Es necesario apoyar las ideas de todos los científicos.,Que la ayuda llegue a la gente adecuada y no se debe a aquellos que sólo quieren enriquecerse,Es necesario crear un ambiente cordial para todos y todas en el trabajo.,Tabasco,4
Vigilr que las invesions en energía tengn control de calidad para que sean duraderas y que el suministro rinda más ,Que el gobierno trabaje con justicia y apego a los valores.,Ampliar el número de becas y buscar becas internacionales.,Qué las ayudas sociales lleguen a la gente que más lo necesita.,Gasolina más barata para los trabajadores.,Tabasco,4
Que la soerania se responsabilice de pagar un servicio tn importante para poder crecer y avanzar en todos los aspctos. Pequeñas y grndes empresas deben buscar mejores opcions,Apoyar a las empresas y darles facilidades para que creen empleos.,Se debe desarrollar el humanismo y enseñar ciencia por igual.,Qué el programa de jóvenes construyendo el futuro sea obligatorio en las escuelas para que los trabajadores empiecen a ganar experiencia.,Es necesario crear más fuentes de trabajo para adultos mayores de 50 a 60 años ya que las empresas no dan trabajo.,Tabasco,4
Aumntar los desarrollos de las industrias como también la soberanía ,Justicia social es que todo proyecto reciba apoyo por el estado mexicano y que sea protegido.,Tener en cuenta la ciencia y la tecnología en la enseñanza del humanismo.,Más apoyo a la comunidad.,En México existen muchas empresas transnacionales que maltratan a sus empleados y los consideran como esclavos además los salarios son muy bajos,Tabasco,4
Aprovechar la energía del aire y del sol ,Desterrar la corrupción que existe en las bases ya que es necesario para que surja la transformación.,Identificar profesionistas con características para el desarrollo de la ciencia y desempleadas que puedan ser el cambio de este país.,Eliminar la corrupción dentro de los programas sociales cómo sembrando vida y hong kong y jóvenes construyendo el futuro.,Regular para que los empresarios privados realmente otorguen las prestaciones a sus empleados.,Tabasco,4
Técnicas realmente justas ,Que todos los jóvenes cuenten con un seguro y acceso a programas de jóvenes construyendo el futuro,Buscar talentos en los lugares más marginados de México y fomentar cultura sobre este tema.,Ampliar la cobertura de beneficio de los programas sociales,Que las empresas de los las prestaciones de ley y paguen lo justo por horas trabajadas y hacer contratos formales para generar la antigüedad,Tabasco,4
"Impulsar la energía solr en las zonas rurales y contribuir en la economía, la producción de alimentos y el proceso de conservación.",,Seguir apostando al conocimiento científico.,Que se vigile a los encargados de dar ese apoyo porque no todos tienen derecho o porque son de otro partido.,Erradicar el acoso sexual en las empresas para que las compañeras sean más competitivas y desarrollen su potencial de estudio y trabajo para tener mejores oportunidades.,Tabasco,4
,,Crear por decreto apoyos para los jóvenes y para todos nuestros familiares,El bienestar social es algo que nos conforme y nos mantiene unidos es necesario que lo tengamos para nuestras vidas.,Qué haya más trabajo para el pueblo,Tabasco,4
,,Que las universidades cuenten con el personal competente y que no se vendan cupos para que nuestros hijos tengan más oportunidades.,Fortalecimiento de todos los programas sociales y leyes de retiro antes de los 65 años,Continuamos pagando para trabajar con el descuento del ICRY además la devolución de impuestos bajo antes de regreso.,Tabasco,4
,,,,Que las instituciones de gobierno del más plazas vacantes para las universidades y que se les permita terminar su carrera profesional.,Tabasco,4
,,,,Aumentar la seguridad pública,Tabasco,4
,,,,Regulación de la vivienda para trabajadores,Tabasco,4
,,,,Dar seguro a los empleados domésticos y darles vacaciones,Tabasco,4
Impulsar las energías limpias.,Garantizar el empleo.,Carreras universitarias con campo laboral cubierto cuando se termine de estudiar y bien pagado.,Formar un programa para personas de 40 a 50 años.,,Tabasco,5
Bajar la tarifa de la energía eléctrica y dar un buen servicio a la comunidad.,"Quitar el ISR a la clase trabajadora, salarios y prestaciones dignas.","Actualmente la ciencia y la tecnología del país están abandonadas, es necesario apoyar a quienes trabajan por la ciencia en el país para que no se vayan a otros países.","Normatizar el incremento del presupuesto de los programas sociales,",,Tabasco,5
Garantizar el mantenimiento permanente de la infraestructura energética.,Que las empresas paraestatales y las particulares fomente una central de acopio de los productos que ellos fabrican sean reciclables.,Apoyo al talento local.,Que aumente el apoyo que se da a la gente de la tercera edad.,,Tabasco,5
"Industrias energéticas 100% mexicanas y públicas para el beneficio del país. Sin explotar la economía del mexicano, promover la especialización en la producción de energías.",Impulsar a los jóvenes a que sean investigadores. Dándoles becas a quienes propongan proyectos para beneficio de la comunidad.,Invertir en los tecnológicos del país para promover la tecnología.,Mjeores programas para personas desempleadas.,,Tabasco,5
Soberanía energética.,Promover la inversión extranjera en el país pero que den prestaciones y salarios adecuados a los mexicanos.,Que los programas de apoyos sean bien utilizados y destinados a personas que realmente lo necesiten.,Implementar infraetsructura para llevar fábricas o complejos industriales a las comunidades más lejanas y fomentar su desarrollo.,,Tabasco,5
Recuperar las plataformas de petróleo ya que están en manos de gente que fueron autoridades. Se requiere una nueva expropiación de plataformas petroleras.,"Ampliación del tren maya hasta Teapa, Tabasco ya que Teapa es pueblo mágico.",Me gustaría que a través de alguna técnica se pueda ayudar a las personas que por un accidente quedaron postrados en cama y apoyarlos para que tengan un amejor calidad de vida.,Fomentar la inclusión al terreno laboral asegurando e área social pero sensibilizando al joven trabajador de la responsabilidad que implica en la cadena socioeconómica.,,Tabasco,5
Invertir en energía eólica.,Que los programas sociales no tengan límite de edad o razón social.,Mayor inversión en las universidades para que nuestros jóvenes no tengan que irse al extranjero.,A los trabajadores de más de 20 años de contrato le den su base laboral.,,Tabasco,5
Que los trabajadores de CFE paguen lo que consumen y las tarifas eléctricas sean más justas.,Más apoyos a jefas de familia.,Apoyar a los jóvenes en los trabajos y sean contratados para que hagan experiencia.,Más programas para personas con discapacidad.,,Tabasco,5
Estrategias para que con la renacionalización sea prvechoso para bajar el costo de la gasolina.,,Invertir en tecnología nueva y volvernos un país sustentable.,"Capacitación de personas para manejo de ranchos, mejorar la capacitación de los trabajadores agrícolas para siembra de maíz, frijol, hortalizas; procesamiento de materias primas producidas en las comunidades.",,Tabasco,5
Bajar el costo de la gasolina.,,Apoyo a los agricultores para mejorar la producción.,Garantizar empleo para los egresados de las universidades.,,Tabasco,5
Impulsar carreras técnicas y profesionales enfocadas a los energéticos y energías renovables para tener más personas preparadas.,,Invertir en escuelas para impulsar la industria y tecnología del país.,Incluir jóvenes que realmente les importe aportar al país y no solo a los que soloquieren dinero pero sin hacer nada.,,Tabasco,5
Mayor promoción del proyecto energético de la 4T.,,"Dar cabida a las sabidurías ancestrales, a la enseñanza de lenguas indígenas, a propuestas médicas, científicas, agroecológicas y astronómicas en los planes de estudio.",Más programas para adquirir vivienda digna.,,Tabasco,5
Apoyos a los proyectos académicos de energías limpias.,,Más enseñanza del humanismo mexicano en las escuelas.,Invertir en los deportivos y lugares de recreación para que la gente se active más.,,Tabasco,5
Permitir la inversión privada como participación minoritaria para asegurar recursos que permitan mejores proyectos de vanguardia.,,La ciencia y la tecnología deben estar al servicio del pueblo.,"Dar seguimiento a la formación de mano de obra en el campo y la ciudad, adecuada a las necesidades y exigencias del pueblo.",,Tabasco,5
Los complejos procesadores de gas requieren su mantenimiento preventivo y correctivo para evitar desastres.,,,Que las personas que tengan un cargo de bienestar sean personas rectas.,,Tabasco,5
Encontrar nuevas energías renovables y utilizarlas para el bien del pueblo y garantizar el control y buen precio de las energías.,,,Bajar a 60 años el apoyo que se da a adultos mayores.,,Tabasco,5
,,,Vigilar má slos proyectos sociales que no están dando resultados esperados.,,Tabasco,5
,,,Seguir apoyando a la nueva generación en los programas sociales y a las personas con discapacidad.,,Tabasco,5
,,,Reformar la ley del ISSSTE para fortalecer el bienestar social de los trabajadores en el tema de pensión y consultas en las clínicas.,,Tabasco,5
,,,Reducir o eliminar impuestos al trabajador como el ISR.,,Tabasco,5
que el cobro de la energía sea parejo,Mayores oportunidades a todos y a todas,Se debe revisar el construyendo el futuro porque hay casos donde les piden el 50%. Dar más empleos a adultos mayores porque parece que la edad es una integridad.,Y que sean también para los que seamos frentes.,Mayor oportunidad laboral y mejores salarios,Tabasco,6
Mayores transformadores en comunidades para que no haya apagones,Aumentar las capacidades de los Estados; se cuenta con mucha materia prima,En el Gobierno los maestros puedan lograr una base fija en plazo de un año.,Desde las preparatorias observar los prospectos con gran potencial en investigaciones e inovadores de nuevos modelos de ciencia y tecnología,Que se garantice el respeto a los derechos laborales por las instituciones encargadas de ello,Tabasco,6
Permitir que las personas pongan sus páneles solares ,Que haya más apoyo en los ejidos y rancherías,"Garantizar que no haya jóvenes  sin estudiar o trabajar y que no haya jóvenes en calle, ofrecerles oportunidad.",Exposición Nacional de vances en Ciencia y Tecnología en Expo Feria Anual.,Tomar en cuenta a las mujeres trabajadoras del hogar; que se les reconozca su trabajo,Tabasco,6
Es de suma importancia la renacionalización de la industria energética y así no tener aumentos considerables en el cobro de la energía,Dar proyectos económicos a personas con discapacidad,Devolver el programa a madres solteras y ampliar la edad de programa de jóvenes,"Crear fuerzas para creación del Humanismo social, desarrollo de una humanidad.",Mejorar la seguridad social,Tabasco,6
Asegurar que nuestras industrias sean de nosotros,Impulsar el desarrollo social de los campesinos,Que el ayuntamiento no imponga a los delegados. No a la ley del garrote. Los servicios municipales no están cumpliendo con sus compromisos,La importancia de impulsar proyectos para que nuestro pais no dependa jamás del extranjero.,"Disminuir el porcentaje del ISN, regularizarlo de manera adecuada y no de manera exagerada",Tabasco,6
Que la CFE no haga contratos en el uso de energías limpias,Mayor tecnología al campo tabasqueño,Que sean más equitativos los programas federales a los que menos tienen.,"Que realmente se apoye a la gente, pero que se verifique que los recursos no se desvíen y sirvan para que unos cuantos hagan negocio.","Debe existir mayor seguridad, buen salario, trabajo digno y remunerado",Tabasco,6
Que se haga el cambio de transformadores y cables para que funcionen bien,Mayor empleo para la gente de la comunidad,Sería bueno también que a las madres de familia les dieran el apoyo económico como una pensión a las más pobres. Hacer un censo casa por casa,Que se apoye a los jóvenes que tengan buenos conocimientos.,Que a cada trabajador se le de un bono de gasolina o bien un apoyo económico de semejanza,Tabasco,6
Mayor energía eléctrica para el desarrollo del país,Que la pensión de adultos mayores sea de 60 años,Becas a escuelas que tienen dos horarios matutino/vespertino. Las escuelas vespertinas son de colonias muy pobres o sin recursos.,Se aplique en la educación para que los niños tengan una cultura más sólida.,Aumento a los trabajadores públicos,Tabasco,6
,Generar más empleo con un salario mayor,"Que todos los niños tengan becas como dice el presidente, en mi colonia no tienen las escuelas de constitución.",Estamos en desacuerdo con los pagos de seguridad pública.,Mayores empleos pues el desempleo apremia,Tabasco,6
,No cobrar impuestos a pequeños empresarios ni a trabajadores con bajos salarios,"Dar continuidad y seguimiento con los jóvenes del programa Jóvenes Construyendo el Futuro, si en realidad fue aprovechado por ellos el programa si están laborando en un lugar digno.",Que realmente tenga apoyo para investigaciones científicas porque México tiene muchos talentos.,Mejorar las condiciones de las empresas paraestatales,Tabasco,6
,Seguir apoyando a los que menos tienen,No a la corrupción.,Que se evalúen los proyectos y realmente resuelvan problemas y no sea CONACYT fuente de dinero para unos cuántos.,Que no haya reelección en los sindicatos,Tabasco,6
,"Revisar el aumento que han tenido los productos de la canasta básica, porque la verdad se han elevado los precios",Estabiliozar el bienestar de las personas ,"Apoyo a jóvenes con recurso económico cuando, gane en algún país o estado, ejemplo: verano científico.","Mejor capacitación, mejores salarios",Tabasco,6
,Permitir a los empresarios que inviertan en nuevos lugares,Crear una ley que obliguen a todas las empresas que contraten y tengan a personas con discapacidad pero que hagan una ley real y si no que sean castigadas y multadas.,"Apoyos a los más vulnerables, ancianos, los más necesitados.","Reconocer a los estudiantes que constantemente están en preparación y actualización de su profesión, darles estimulación económica",Tabasco,6
,Aterrizar los proyectos al campo,Es importante incluir a los jóvenes en los empleos bien remunerados para que cuando les toque su retiro no tengan necesidad de usar este rubro.,,Apoyo a las micro y medianas empresas con créditos de intereses bajos,Tabasco,6
,Bajar el precio de los combustibles,Y también a los que no son jóvenes muchas veces nos paralizan ya que después de los 40 ya no servimos ,,Eliminar los sindicatos charros que sólo benefician a los poderosos,Tabasco,6
,Aumentar los impuestos a las empresas de entretenimiento social,"Garantizar que personas de más de 40 años tengan empleo, actualmene en ciertos laborales solo aceptan de 18 a 35 años de edad.",,Mejoramiento en seguridad social para todos los trabajadores como servidores públicos ,Tabasco,6
,Apoyo a la vivienda,"Seguridad pública no paga a los jefes de protección, ni siquiera el mínimo.",,Aumentar el control sobre sindicatos para que no sean actores políticos sino laborales,Tabasco,6
,,Así como se ayuda a jóvenes se debe buscar para adultos de 55 a 60 años para trabajar ya que no hay modo de trabajo.,,Todavía falta mucho por hacer para mejorar las condiciones laborales,Tabasco,6
,,Que el apoyo se incremente a la edad de 30  a 40 años.,,Garantizar las pensiones,Tabasco,6
,,"Que los Jóvenes Construyendo el Futuro en cada empresa que si realmente están llegando a dar su servicio o en trabajo, investigar...",,Mejorar el salario y tener más oportunidades laborales para jóvenes que egresan de las Universidades,Tabasco,6
,,,,Mayor apoyo a madres solteras,Tabasco,6
,,,,Mayores empleos para jóvenes y personas adultas,Tabasco,6
,,,,Tener inversión en los municipios de los estados,Tabasco,6
,,,,Mayores oportunidades laborales a los profesionistas,Tabasco,6
,,,,Que los horarios laborales se respeten; sólo 8 horas diarias ,Tabasco,6
,,,,Rescatar el sentido de los sindicatos para defensa de sus agremiados,Tabasco,6
,,,,Disminuir el ISR,Tabasco,6
,,,,Que se vea el reparto de los paraestatales en el pueblo de México,Tabasco,6
,,,,Apoyo a empleos para las mujeres y jóvenes,Tabasco,6
,,,,Mejorar las condiciones de las empresas paraestatales,Tabasco,6
,,,,Aumentar el salario,Tabasco,6
,,,,"Vigilar que se cumplan las horas de trabajo, pues muchos patrones obligan a sus trabajadores a trabajar más horas",Tabasco,6
Defender la soberanía de nuestro país ,"Los más ricos deben pagar mayores impuestos que los que tenemos ingresos bajos, por tanto es necesario una reforma fiscal urgente",Mejorar el sistema de educcaión de Mexic,Fomentar el consumo local para que todo dinero de inversión quede en el territorio,Capacitar a más personas ,Tlaxcala,1
Recuperar el pétroleo y la energí electrica ya que todavía está en manos de empresas extranjeras. Sacar a Iberdrola del país. ,Hacer una reforma fiscal para que paguen más los que más tienen,Programas de alfabetización en todo el país. Difundir conocimiento de Inteligencia Artíficial ,Urge una reforma al poder judicial y urge una reforma al INE.,Más oportunidades para los jóvenes ,Tlaxcala,1
Es necesario poner la ciencia y tecnología al servicio de la sociedad. ,Políticas de combate a la corrupción son necesarias para llevar a cabo una economía con justicia social,Internet como Derecho Humano en todo el país ,Fomentar el apoyo al campo para lograr la autosuficiencia alimentaria.,Mejorar la industria del acero en nuestro país y que haya más trabajos en la Marina ,Tlaxcala,1
"Tomar en cuenta que en el medio ambiente es importante recuperar el destino de nustro futuro, es decir, implementar estrategias para ser amigables realmente con el medio ambiente no sólo con los intereses políticos ",Impulsar una reforma fiscal.,Impulsar la investigación y desarrollo en el espacio exterior ,Consolidar con empresas e iniciativa privada nacional acuerdos para que egresados tengan trabajo y buena remuneración.,Reformar la burocracía y disminuir las jornadas laborales ,Tlaxcala,1
Crear otra refineria para tener soberanía energética y poder bajr el precio de la solina ,Realizar estudios para conocer sectores de la población que no se han beneficiado de ningún programa.,Seguir impulsando el intelecto jóven para formar nuecos cientificos y dejar de detenerlos ,Que se apoye más a los jóvenes universitarios qué son los que más necesitan no solo a jóvenes construyendo el futuro que está mal enfocado porque se lo gastan mal.,Más y mejor trabajo para profesionistas que no tienen experiencia laboral y recien egresados,Tlaxcala,1
Al igual que aumentar la inversión en proyectos de las energías limpias y priorizar el manejo de litio ,Se necesita una reforma fiscal.,Competencia interna y externa para medir capacidades y preparación de egresados para mejorar la calidad y capacidad de la ciencia y la tecnología,Acceso a vivienda digna con esquemas donde la gente tenga más seguridad social.,Mejores condiciones para los trabajadores y protección frente a los patrones ,Tlaxcala,1
Más desarrollo energético en el campo. Invertir en siembra de nubes.,Es necesaria la creación de refinerías y en lugar de vender petróleo que se venda gasolina así en lo concerniente a la soberanía alimentaria,Salarios justos y dignos para docentes de nivel superior ,Seguir con los programas sociales pero poner más atención al programa de jóvenes construyendo el futuro ya que en este ha habido más anomalías y menos casos exitosos.,Obligar a aplicar la NOM035STPS,Tlaxcala,1
Apoyos para mejorar los sistemas de luz ,Recuperar los ferrocarriles nacionales y el puerto de Veracruz.,"Dar mayores recursos a las universidades Benito Juárez para que tengan laboratorios de primer nivel, tecnología y acceso a la investigación ",Tener una educación más abierta y sin límites así como educación financiera y de emprendimiento.,Apoyar al sector relacionado con la ciencia y la tecnología ,Tlaxcala,1
Permitir la inversión de pribados en el sector energético ,Darle más a las madres solteras y amas de casa.,Invertir en tecnología para el campo ,Reformar el programa de jóvenes construyendo el futuro ya que existen nexos con funcionarios públicos que lucran con este programa,Más apoyo en el sector industrial automotriz ,Tlaxcala,1
Regresar el CFE al pueblo de México ,Seguir el proyecto nacional de economía social que el presidente Andrés Manuel López Obrador ha propuesto,Mayor acceso a salud pública en cada municipio con especialistas. Servidores públicos con mayor sensibilidad.,Regular a las inmobiliarias para que todos los ciudadanos puedan adquirir una vivienda digna,Crear una verdadera cultura laboral ,Tlaxcala,1
Impulsar el desarrollo de energías límpias ,Es necesario que produzcamos y generemos mayores ingresos.,Mayor tecnología y oportunidades para el campo ,Que siga el programa sembrando vida ya que la gente del campo lo necesita más.,Garantizar un sistema de pensiones con seguro ,Tlaxcala,1
Impulsar la creación de una secretaría de investigación desarrollo y energías limpias,Combatir organizaciones delictivas y erradicar grupos de delincuencia qué tanto afectan al pueblo y actúan con total impunidad,Educación de calidad para las próximas generaciones ,Que haya mejores salarios porque de lo contrario se reducen los niveles de consumo.,Mejorar las condciones laborales tanto en sueldos como en ofertas. Ofrecer mejores condiciones a madres ,Tlaxcala,1
Que la energía eléctrica sea producida en parques eólicos y fotovoltaicos y no esté en manos extranjeras,Darle trabajo a las familias.,Promoción de buenos usos para la tecnología,Es necesario un seguro de desempleo universal.,Mejorar el salario para los trabajadores que ganan menos y prestaciones de ley ,Tlaxcala,1
Dar valor agregado a los productos del campo. Crear una universidad Benito Juárez que esté enfocada en procesos valor añadido agrolimen agroalimentarios,Seguir construyendo universidades en las regiones rurales del país así como centros educativos básicos secundarios y bachilleratos.,Mayor rotación en puestos políticos. Las personas que ya tuvieron un cargo no deben tenerlo en el gobierno siguiente. ,Que haya una encuesta para dar apoyos a las personas que más lo necesiten.,El problema de subcontratación es importante. Es necesario que no tengamos outsourcing ,Tlaxcala,1
Toda clase de energía se debe y tiene que impulsar en su desarrollo. Es necesario que esta contribuya a la industria y no sólo a privados es necesario que esta contribuya a la industria y no solo a privados,Promover la creación de refinerías y en lugar de vender petróleo que se venda gasolina.,Impulsar y tener en cuenta que cada proyecto humanista es pensado así que impulsarlo sería lo más conveniente ,Darle empleo a personas vulnerables y darles bienes a las personas discapacitadas.,Aumentar las utilidades ,Tlaxcala,1
,Urge una reforma fiscal y precios justos a los productos de pueblos y del campo,Aplicar correctamente los principios de investigación ,Una parte fundamental es tener una encuesta de bienestar social que incluya a los jóvenes como parte primordial,Garantizar la seguridad social y apoyar emprendimientos ,Tlaxcala,1
,Es necesaria una mejor distribución del agua en todo el país,Crear una ley de paz donde se regule la investigación. ,Establecer más empleos para los que están iniciando su carrera laboral-,Mejorar las utilidades y dar mejores condicones a personas de confianza ,Tlaxcala,1
,Es necesario que haya un fuentes de trabajo para la gente joven,Invertir en una universidad para la formación de futuros científicos ,Que se apoye más a los jóvenes y que se aplique un mecanismo para buscar trabajo en el sector de sus estudios.,Que las empresas no violen los derechos de los trabajadores ,Tlaxcala,1
,Aumentar los impuestos a las empresas que ganen más de 120000000 de pesos al año,Que las universidades BJ logren y amplien los objetivos de estudios en todos los níveles ,Qué se eliminen los apoyos a las personas de 60 de 60 años y que haya más apoyos para otras familias,Crear sistemas de trabajo basado en la construcción de carreteras y caminos ,Tlaxcala,1
,,,El bienestar social se da con educación y salud eso que quieres,Ofrecer mejores trabajos ,Tlaxcala,1
,,,Más equidad de género y realizar más capacitación.,Un nuevo aumento de salarios ,Tlaxcala,1
,,,No a la corrupción,Promover el sistema de prestaciones sociales a nivel nacional ,Tlaxcala,1
,,,Proponer una ley para que los programas sociales realmente sean recibidos y que no existan intermediarios.,El aporte de pensiones debe ser equitativo,Tlaxcala,1
,,,"Garantizar la inclusión de los jóvenes en el campo laboral e invertir en proyectos para el país. No regalar el dinero en programas beneficiando a gente que no hace nada es mejor invertir en educación, salud y seguridad",Mejorar los salarios para todos los trabajadores del país y regular los ingresos a los sindicatos. ,Tlaxcala,1
,,,Integrar una clase única en la universidad para preparación en el trabajo ,Apoyar más a las personas más marginadas y con pocos recursos económicos ,Tlaxcala,1
,,,Apoyos de vivienda para personas con discapacidades ,Que haya igualdad en los programas sociales porque estos todavía no están bien repartidos ,Tlaxcala,1
,,,Aumentar el presupuesto en ciencia y tecnología para promover más trabajo ,Acabar con la inseguridad,Tlaxcala,1
,,,Recuperar los derechos del trabajador que fueron eliminados por el neoliberalismo ,Desaparecer el ausentismo y la subcontratación laboral de las empresas. Dar a los trabajadores de limpieza mejores salarios ,Tlaxcala,1
,,,,Fomentar el autoempleo por medio de la capacitación en las empresas ,Tlaxcala,1
,,,,Mejores salarios y más preparación en educación ,Tlaxcala,1
,,,,,Tlaxcala,1
Ampliar a nivel nacional el proyecto de energía solar del Gobierno del Estado de Tlaxcala para comunidades donde la CFE aún no da servicio ,Impulsar la educación financiera ,Dar solución a los problemas de educación y salud ,Educación desde preescolar encaminada a eliminar la burocracia y que seamos tratados dependiendo la evaluación,Fomentar con todas las empresas paraestatales y garantizar una vida para todos,Tlaxcala,2
Que baje el costo de la luz porque hay personas que no tienen dinero para pagarla,Implementar cursos sobre inflación ,Creación de industrias nacionales con cientificos mexicanos para la creación de mercancias tecnológicas y para el desarrollo de tecnología para el campo ,Poner responsabilidad en los programas además de tener acceso para difundir los conocimientos,Tenemos recursos hay que aprovecharlos nosotros. No a los extranjeros.,Tlaxcala,2
Crear una paraestatal sobre temas relacionados con energía ,Trabajar de forma responsable en tecnología ,,Reducir las tasas de desigualdad,Trabajar para fomentar la igualdad laboral,Tlaxcala,2
,Creación de un regímen fiscal de pago único anual sin tra´mites ni declaraciones mensuales para combatir la economía informal ,,Crear un plan para aumentar el bienestar de todos,Hacer general el apoyo para el bienestar,Tlaxcala,2
,,,Apoyo a las madres solteras,Dar trabajo a personas de escasos recursos y combatir la pobreza,Tlaxcala,2
,,,Exigir a las empresas que contraten a personas mayores de 50 años,,Tlaxcala,2
,,,Programas sociales basados en el desempeño académico,,Tlaxcala,2
,,,Aprovechar a líderes natos de cada colonia o comunidad y dar apertura a personas que quieran hacer voluntariados,,Tlaxcala,2
Aprender a desarrollar programas de energía sostenible ,Crear una institución que valore los perfiles de los servidores públicos pues aún existe la corrupción en diferentes ámbitos de gobierno,Apoyo en programas sociales,"Educación gratuita, pensión para el 100% de adultos mayores","Implementar actividades que se enfoque en el buen ambiente laborar, mejorar prestaciones ",Tlaxcala,3
Apoyar las energías limpias desde la ciudadania y su implementación ,Considero que deberían tomar más en cuenta a los jóvenes pues las nuevas generaciones traen bastantes ideas y proyectos pero el mismo gobierno no los deja participar al 100%,Se necesita que construyamos aviones y barcos,Jubilar a los trabajadores a los 60 años ,Necesitamos más fuentes de trabajo ,Tlaxcala,3
Impulsar el desarrollo de las energías limpias ,Seguir con el apoyo social a los sectores en riesgo con menos oportunidades,Evitar transgénicos o modificaciones que nos enferman. La Tierra es rica solo es necesario sembrar la bien,Implemetar pogramas que incluyan a jóvenes de la distintas areas con un enfoque competittivo n busca de oportunidades según el desempeño,Mejorar salarios ,Tlaxcala,3
"Expropiar a particulares. El gobierno debe controlar todas las industrias para repartir con equidad, obreros y patrones",Fortalecer los programas sociales y que apoyen al bienestar social de los ciudadanos,Que sea obligatorio la enseñanza de lenguaje de señas mexicana en educación para ser incluyentes y humanistas.,,Sueldos dignos sin importar el puesto. ,Tlaxcala,3
Avanzar en la red nacionalización de la industria energética y eléctrica del país para garantizar que el estado tenga un mayor control sobre las políticas energéticas y priorizar el bienestar social y ambiental sobre el interés privado,Brindar seguridad social a todas las personas,,,Inclusión laboral en el trabajo ,Tlaxcala,3
,Tener mejores empresas mexicanas,,,Quitar los sindicatos ,Tlaxcala,3
,,,,Aumentar la igualdad y paridad de género para ejercer trabajo ,Tlaxcala,3
,,,,Eliminar el charrismo sindical ,Tlaxcala,3
,,,,Considero que nos falta mucha inclusión e igualdad puesto al pasar el tiempo los trabajos se vuelven mal pagados y con jornadas más extensas por lo tanto queremos saarios justos con jornadas justas ,Tlaxcala,3
Hacer conciencia sobre el cambio climático.,"Más y mejores programas sociales, como los de 60 y más.",Menos requisitos para ingresar a posgrados de calidad,"Más y mejores programas sociales, como los de 60 y más.",Más cultura y salud para los trabajadores.,Veracruz,3
"Impulsar el desarrollo científico y tecnológico, renacionalizar las industrias energéticas y aumentar la inversión en el sector.",Capacitar a la gente para el trabajo.,Más oportunidades de estudio para todas y todos.,Capacitar a la gente para el trabajo.,Más transparencia en los sindicatos a favor de los trabajadores.,Veracruz,3
Crear empresas que sean propiedad de los mexicanos para no depender de empresar privadas.,Atacar la pobreza económica de raíz.,Remunerar bien a nuestros científicos para evitar fuga de cerebros.,,Escuchar más a los trabajadores.,Veracruz,3
Bajar las tarifas de luz en todo el país.,Apoyar a las comunidades con semillas y fertilizantes. Evitar coyotes.,La cultura como derecho humano.,Más centros recreativos para los jóvenes de bajos recursos.,Iniciativas de ley para mejorar las condiciones de los trabajadores.,Veracruz,3
Nacionalización de la energía.,Más control del Estado.,Cambiar la percpeción del desarrollo tecnológico.,Mayor control sobre a quién se le dan los recursos.,Que los dirigintes de los sindicatos realmente gestionen ante las empresas los derechos de los trabajadores.,Veracruz,3
