Pueblos originarios y afromexicanos,Medio ambiente,Campo y autosuficiencia alimentaria,Estado,Distrito
regular los derechos de los pueblos indígenas conservando sus tradiciones,dar más conocimientos sobre las necesidades del medio ambiente,Se agradece los proyectos productivos que el gobierno federal ha impulsado para el progreso y bienestar del campo,Veracruz,20
Checar a mujeres madres solteras y alimentación para esas mujeres solas que nadie apoya,no tirar basura no sólo como ciudadanos sino las empresas que contaminan ríos lagos.,Más apoyo al campo de cultivo para que poco a poco los campesinos se apoyen y se generen más trabajo,Veracruz,20
erradicar la trata de mujeres en venta por dote de ganado para casarlas a la fuerza,Darmas auge a la gente mentalizada a la ideología de conservación del medio ambiente,más apoyo de fertilizante para la cosecha ,Veracruz,20
implementar como materia en las escuelas las lenguas indígenas para conservarlas,empezar a fomentar la cultura a los niños de primaria adolescentes y de Secundaria seleccionar la basura,Despertar la conciencia del campesino,Veracruz,20
hacer más promoción y reconocimiento a los pueblos originarios para rescatar y dar a conocer su cultura,tomar principal importancia a los tratamientos de residuos en municipios y establecer normas y tomar acción en los tiraderos de basura cielo abierto establecer multas para evitar la quema de estas,producir todo lo que consumimos para no depender,Veracruz,20
talleres en los pueblos para que no desaparezca la lengua y las costumbres,aplicar las leyes a quienes violan las normas ambientales,construir caminos,Veracruz,20
se tomen en cuenta los pueblos indígenas para apoyo a conservar sus tierras y conservación de mantos acuíferos o presas para que no haya desabasto de agua en sus comunidades,Planta de tratamiento de aguas residuales,que cada estado sea productor de un producto para evitar el desabasto y saturación de los productos,Veracruz,20
la participación de las mujeres de pueblos originarios y afrodescendientes en forma igualitaria que los hombres,planta de tratamiento de residuos,que haya compromiso con el campesino que se le proporciona ayuda con fertilizantes y compra de cosecha realizada,Veracruz,20
proteger sus orígenes y que su cultura y gastronomía prevalezcan,que se generen las sanciones y multas a las industrias que no controlan sus tiraderos y protección al trabajador,que haya centros de compraventa de los productos que cosecha el campesino,Veracruz,20
rescatar las lenguas de origen,implementar una cultura de separación de la basura y multar a las personas que tiran residuos,dar prioridad al campo,Veracruz,20
Hacer talleres en los municipios para hacer llegar los trabajos que se están llevando a cabo,regular el uso de químicos usados en los procesos,poner más apoyo en los campesinos que verdaderamente siembrey apoyarlos con abonosn ,Veracruz,20
que se estabilicen los pueblitos mágicos como libres ,en los pueblos rurales poder concientizar y proteger las zonas verdes de la tala de árboles y quema de bosques,Rescatar al campo y autosuficiencia alimentaria ,Veracruz,20
igualdad social y menos discriminación,hacer un trabajo colectivo entre el ciudadano y el pueblo,fortalecer los programas estratégicos rurales como producción para el bienestar y sembrando vida ,Veracruz,20
fortalecer un poco más los programas sociales para los pueblos,reciclar más la basura y reducir como ciudadanos la contaminación,falta que apoyen con maquinaria agrícola como tractores para la mecanización de las tierras ejidales,Veracruz,20
apoyarlos en la regularización de sus tierras y apoyarlos en su siembras,no a la tala de árboles,dotar de semillas para la siembra y formar mercados de abasto para vender la producción en tiempo y forma,Veracruz,20
promocionar ecoturísticamente los pueblos originarios para obtener ingresos a la comunidad y fortalecer su vida digna y sana ,aguas residuales,no infraccionar a los que llevan sus productos a otros estados o municipios,Veracruz,20
de tradiciones ,Profundizar más en el tema de reciclaje,apoyar con fertilizantes a bajo costo ,Veracruz,20
Impulsar la identidad de ellos a través de leyes,regular el uso de plástico a nivel nacional orientar a los municipios para la implementación de planta de tratamientos de aguas residuales,apoyo con maquinaria a los campesinos,Veracruz,20
Reforma constitucional ,Sanciones más severas para quienes de manera injustificada dañan recursos de manera malintencionada,ofrecer un seguro de producción al campesino,Veracruz,20
,fortalecer la información de separación de residuos en las escuelas de todos los niveles,apoyo con alimento a mujeres jefas de familia ,Veracruz,20
,generaron obligación de empresas públicas y privadas para que trabajen en pro del medio ambiente,hacen falta buenos caminos a los pueblos rurales para aminorar el costo del extracto de sus mercancías o cosechas,Veracruz,20
,que las autoridades de cada municipio y estado formulen leyes aplicables a la ciudadanía para que no tiren basura por doquier,mejorar caminos para facilitar los trabajos del campo,Veracruz,20
,limitar el uso excesivo de los recursos naturales así como la explotación de los mantos acuíferos para fines de conveniencia industrial, Todos los programas que nuestro presidente ha implementado en toda la República me aparecen excelentes,Veracruz,20
,Siempre arboles para el oxígeno por tanta contaminación ,ampliar el programa de producción para el bienestar ,Veracruz,20
,Campañas permanentes de la conservación del agua en los centros educativos y a través de los municipios con programas y actividades que involucren a la comunidad,entrega de maquinaria al campo ,Veracruz,20
,seguir con la repropuesta y ampliar más los recursos para el campo,Espacio para que te den la oportunidad de llevar a cabo una carrera universitaria ,Veracruz,20
,protección de los mantos acuíferos,Falta continuar con la información sobre el trabajo en equipo de ciudadanos y gobierno con responsabilidad,Veracruz,20
,educación ambiental,fertilizantes ,Veracruz,20
,rescate de ríos,sembrando vida,Veracruz,20
,tratamiento de aguas residuales en cada municipio ,hace falta una directriz para la venta de productos ,Veracruz,20
,aplicación de las normas ambientales ,mayor número de beneficiarios al programa de sembrando vida ,Veracruz,20
,a nivel de la industria crear programas sustentables para mejorar el medio ambiente a pesar de toda la contaminación que se crea a partir de esta área tan importante para la economía del país,excelente programa de sembrando vida ,Veracruz,20
,suspensión cada 3 meses de la autoridad correspondiente a las grandes empresas y pequeños productores del desecho de sus residuos y el tratamiento del agua,subsidios a los fertilizantes ,Veracruz,20
,Hacer campañas a nuestra comunidad sobre medio ambiente,seguir con sembrando vida ,Veracruz,20
,,tecnificación del campo ,Veracruz,20
,,Ayudar a las mujeres de escasos recursos y principalmente a las madres solteras que sustentan sus familias,Veracruz,20
,,más ayuda de semillas para sembrar,Veracruz,20
,,difundir información del beneficio Para que la población agrícola venda sólo al mejor postor sus cosechas,Veracruz,20
,, Fomentar los programas sociales como sembrando vida,Veracruz,20
,,continuar creando programas que permitan brindar a los campesinos de herramientas que le permitan hacer productivo su campo,Veracruz,20
,,Ha logrado crear buenos programas para el campo y que los campesinos puedan lograr la autosuficiencia alimentaria,Veracruz,20
,,emprender estrategias de mercado para que el productor pueda lograr la venta de su producto sin que se le echa a perder ,Veracruz,20
,,vigilar que los programas estén llevando de la mejor manera y sin corrupción ,Veracruz,20
,,ver de qué manera se puede lograr el bajo costo de adquisición de la tortilla siendo el principal productor del maíz  ,Veracruz,20
,,Seguir fortaleciendo a los campesinos con el programa sembrando vida,Veracruz,20
,,Facilitar los terrenos a los campesinos para que puedan expandirse y generar más empleo,Veracruz,20
,,más recursos para la pesca ,Veracruz,20
,,fortalecer más al campo la agricultura y a los ganaderos,Veracruz,20
,,eliminar los campos que usan glisofato ,Veracruz,20
,, Crearon un Programa Nacional de huertos de traspatio,Veracruz,20
,,apoyar a los jóvenes universitarios en carreras enfocadas al campo y sobre todo dar seguimiento después de concluir su carrera y ofrecer oportunidades laborales donde se puedan desarrollar proyectos sustentables para el campo,Veracruz,20
,,Crear un programa para la instalación de mojarra talipia en estanques ,Veracruz,20
,,apoyar a la ciudadanía en todo momento con despensas y más apoyo económico ,Veracruz,20
,,programas del campo apoyando a las mujeres ,Veracruz,20
,,apoyo al campo con maquinaria como tractores ,Veracruz,20
,,el programa de sembrando vida ha hecho que muchos agricultoras pueden crear un método de autosuficiencia y con ello poder tener un medio para subsistir y para la venta ,Veracruz,20
,,que los apoyos lleguen a quien los necesita ,Veracruz,20
,,"poner al centro del desarrollo del bienestar a los y las ciudadanas con programas sociales de manera directa sin intermediarios con acompañamiento en las siembra, cosecha Y comercialización",Veracruz,20
,,fortalecer el apoyo a las madres solteras y responsables de las familias con programas de campo y autosuficiencia alimentaria,Veracruz,20
,,Más apoyo ha sembrando vida,Veracruz,20
,,el programa invertir o apoyar para los campesinos y así tanto invierta en los alimentos tanto de trato para el campesino y para dar una mejor vida ya que la sequía suceden y para dar una mejor vida una buena producción y dar vida al país y a los campos con lo obtenido,Veracruz,20
,,el fortalecimiento de los programas que hay en día ,Veracruz,20
,,Crear una reforma constitucional para la protección y ejercer el derecho de los campesinos y de sus tierras y territorios rurales,Veracruz,20
,,Falta proporcionar certeza Jurídica a las tierras ejidales así como programas que beneficien a los ejidatarios,Veracruz,20
,,seguir con los programas de sembrando vida ,Veracruz,20
,,apoyo para transportar los productos del campo por ejemplo las personas que se dedican al cultivo del campo pueden transportar lo que cosechan y siembran de semillas frutos y verduras entre otros,Veracruz,20
,,también apoyo para continuar con la cría de aves y apoyo con cerdos borregos entre otros animales productivos ,Veracruz,20
,,Viveros de mojarras entre otros animales que se pueden reproducir para el apoyo al campo,Veracruz,20
,,se ha implementado el programa sembrando vida a estos programas cuentan con lineamientos específicos mi propuesta sería regularizar o minimizar los lineamientos para beneficiar de manera más directa a los campesinos,Veracruz,20
,,prohibir de manera rotunda la entrada de semillas transgénicas al país,Veracruz,20
,,Apoyar a la fertilización del campo de la mejor forma para mantener y realizar productos de mejor calidad conservando el bienestar del medio ambiente ,Veracruz,20
,,precios justos para los campesinos y consumidores ya que con esto ambos lados tienen beneficios por igual ,Veracruz,20
,,poner en práctica más la reutilización de los productos y de la basura ya que como tal Sólo se habla pero no sé ejerce a la ciudadanía,Veracruz,20
,,ampliar los espacios en donde la ciudadanía rural pueda vender los diferentes labores que realizan,Veracruz,20
,,darles seguimiento a los programas del campo que se les dé el valor adecuado a los productores ,Veracruz,20
,,Apoyo al campo de manera municipal con maquinaria para utilizar en las cosechas almacenamiento y transporte,Veracruz,20
,,ampliar más los programas para que lleguen a todos,Veracruz,20
,,"hacer programas agropecuarios desde Peces, vacas, borregos y pollos",Veracruz,20
,,Rescate al campo autosuficiencia alimentaria,Veracruz,20
,,Los pequeños campesinos son los que trabajan mas también deben de tener apoyo,Veracruz,20
,,Apoyos arancelarios ,Veracruz,20
,,Que el producto se pague bien,Veracruz,20
,,Se debe de invertir mayor presupuesto al campo con maquinaria agrícola fertilizantes asesorías agrícolas toda la tecnología que se pueda aportar a favor del campo,Veracruz,20
,,buscar mercados en el exterior para la venta de productos ,Veracruz,20
,,extender aún más los programas para sus nuevas incorporaciones y que el Estado pueda hacer su parte en el campo ,Veracruz,20
,,Para tener una mejor siembra en lugar de fertilizantes apoyar con maíz o semillas mejoradas ,Veracruz,20
,,poder brindarle una mayor participación a la mujer en los programas y acciones por parte del Gobierno para la autosuficiencia alimentaria ,Veracruz,20
,,falta poner viveros de peces o mojarras ,Veracruz,20
,,apoyar a los campesinos con un diálogo directo con proveedores para eliminar intermediarios y que tengan más ganancias ,Veracruz,20
,,pavimentaciones los caminos de las zonas rurales y en los caminos donde se sacan las cosechas ya que así se facilitala venta de sus productos,Veracruz,20
,, Que la compra de sus productos sean directos y así evitar a los coyotes,Veracruz,20
,,facilitar la producción con equipos y maquinaria moderna ,Veracruz,20
,,difundir y dar a conocer las acciones y programas de todo lo que se ha hecho en el gobierno ,Veracruz,20
,,seguir dando el apoyo más completo a los campesinos para que sigan trabajando sus tierras porque sin campesinos y sin trabajo en las tierras no hay alimentos ,Veracruz,20
,,el Gobierno de la cuarta T ha implementado todo apoyo directo a los campesinos que sigue el programa sembrando vida y el apoyo directo con fertilizante y precios de garantía y agrofertilizante,Veracruz,20
,,nuevas acciones mecanizar con maquinaria a bajo costo y a crédito,Veracruz,20
,,módulos de autosuficiencia alimentaria de mujeres que continúe fortaleciendo ,Veracruz,20
,,apoyo a los jóvenes en el campo sustentabilidady con conocimiento técnico universitario ,Veracruz,20
,,Créditos para el campo para tecnologías e insumos,Veracruz,20
,,tener un mercado para que se adquieran los productos,Veracruz,20
,,revisar la aplicación de los programas para evitar la simulación ,Veracruz,20
,,continuar con la recuperación del maíz criollo,Veracruz,20
,,Apoyo a los campesinos que no son los que son dueños de campo o de parcelas,Veracruz,20
,,apoyo a los campesinos que rentan parcelas y que no son dueños,Veracruz,20
,,programas de integración de prácticas orgánicas que las y los productores puedan capacitar a los demás y compartir experiencias y tecnificarlas,Veracruz,20
,,programas de huertos e invernaderos colectivos,Veracruz,20
,,escuelas comunitarias que enseñan a las mujeres el uso de técnicas de cultivo y uso de maquinaria agrícola que incluyan la emisión de certificado en grado técnico ,Veracruz,20
,,Refuerzo en el tema del patriarcado ya que la mujer en las zonas rurales no puede ejercer un rol de cabeza de familia,Veracruz,20
,,falta capacitar a los productores para que tengan variedad de siembra ,Veracruz,20
,,Modificar un poco los lineamientos para beneficiar así a más personas ,Veracruz,20
,,que lleguen más apoyos de maquinarias para el campo y continúen llegando los recursos de siembra como semillas y fertilizantes,Veracruz,20
,,apoyo con animales de corral ,Veracruz,20
,,crear programas de capacitación para mujeres que permitan realizar la siembra criadero y venta de sus productos sembrados,Veracruz,20
,,implementar programa para cultivar la tierra y reforestarla,Veracruz,20
,,reducir costos de insumos del campo,Veracruz,20
,,industrialización del campo modernización de las técnicas de Agricultura programa de capacitación para mujeres en manejo de maquinaria,Veracruz,20
,,ponerle más atención a los campesinos para que los recursos le lleguen directo a ellos,Veracruz,20
,,Darles más oportunidades de empleo y generar más actividades en el campo ,Veracruz,20
,,Aplicación del buen uso del programa sembrando vida y también regularlo a los que sí deberían de tenerlo ,Veracruz,20
,,Falta emplear el programa de sembrando vida y que llegue a los más pobres,Veracruz,20
,,incluir más a las mujeres en este proyecto ,Veracruz,20
,,que haya más apoyo como económico a las madres solteras ya que hace muy pocos apoyos ,Veracruz,20
,,mayores apoyos para el crecimiento de la agricultura pesca y ganadería a través de programas de equipamiento de herramientas capacitación de realización de compuestas y fertilizantes naturales,Veracruz,20
,,impulsar la inversión para los productores ejidatarios y campesinos vulnerables a los que menos tienen,Veracruz,20
,,seguir llevando más información a las comunidades más lejanas ,Veracruz,20
,,más oportunidades para las mujeres ,Veracruz,20
,,apoyo al pueblo mediante recursos y programas como por ejemplo sembrando vida ,Veracruz,20
,,ir a los pueblos a hacer encuestas para saber qué es lo que necesitan ,Veracruz,20
,,Exponer e interactuar más en las áreas rurales para entender más allá las necesidades encontrar más soluciones para ello,Veracruz,20
,,falta supervisar más las utilidades de dichos recursos para garantizar que se Aprovechen de buena manera,Veracruz,20
,,darle tierra a gente campesina que siembra en tierras rentadas Hola cortana,Veracruz,20
,plantar más árboles dejar de talar árboles,,Yucatán,1
,aplicar a todas las granjas y ranchos productores la instalación de plantas de tratamiento de aguas negras y residuales para aprovecharla en campos de cultivo,,Yucatán,1
,sembrar más árboles y dejar de construir si queremnos un planeta digno de vivir,,Yucatán,1
,fortalecer e incremental la inversión en energeía renovable solar y eólica,,Yucatán,1
,"proporcionar la tecnología no invasiva profunda por lo sensible de nuestra tierra, desmalezadora, celdas solares para que en 50% su tierra produzcan alimentos y 50% para recuperar selva y vida silvestre",,Yucatán,1
,"no cortar los árboles, cuidar el medio ambiente",,Yucatán,1
,cuidar el agua,,Yucatán,1
,disminuya la contamición de los vehículos,,Yucatán,1
,"promover no tirar basura limpiar las calles y medio ambiente, platar árboles",,Yucatán,1
,"agua, cuidarlo es lo más importante en recurso muy valioso",,Yucatán,1
,que se haga justicia los grandes ganaderos tienen corrales en la ciudad y estan contaminando el medio por ser ricos todo le temen por seguridad,,Yucatán,1
,yo soy sordo,,Yucatán,1
,los corrales en la ciudad que a parte porque apesta ,,Yucatán,1
,hacer cumplir la ley genral y enviar inspectores que no se corrompan,,Yucatán,1
,"evitar la quema, alejar los corrales en la ciudad, existe una pestilincia",,Yucatán,1
,que haya más recolecta d ebasura para no quemarla en las casas,,Yucatán,1
,"limpieza de parques, jardínes, espacios públicos",,Yucatán,1
,menos contaminación que propague enfermedades,,Yucatán,1
,poner botes para recolectar botellas de cristales para que no vayan al basurero municipal,,Yucatán,1
,"enseñar desde los primeros años el valor del cuidado del medio ambiente amor a la bvida a toda la vida, guardias y policias ambientales en todos los municipios",,Yucatán,1
,tenemos un problema grande con el medio ambiente la basura en las comunidades,,Yucatán,1
,que la gente tenga una educación ambiental,,Yucatán,1
,crear una empresa local para el tratamiento de residuos solidos y que las ganancias del reciclaje beneficien a los trabajadores de yucatán,,Yucatán,1
,por la deforestación plantar a un más ya que es vital,,Yucatán,1
,aplicar las leyes y cumplan las autoridades el medio ambiente en caso de limpieza y sanamiento,,Yucatán,1
,llevar la basura a su lugar quemarla así no habrá más contaminación ,,Yucatán,1
,concientizar a la gente sobre el uso de los vehículos que contaminan con el gas contaminante,,Yucatán,1
,las aguas de keken,,Yucatán,1
,cuidar el medio ambiente y reciclar basura,,Yucatán,1
,sembrar y árboles,,Yucatán,1
,más recursos para hacer más amplio los recursos,,Yucatán,1
,continuar con los proyectos forestales y agropecuarios,,Yucatán,1
,más recursos para que se pueda hacer la ampliación,,Yucatán,1
,apoyar a los micronegocios pequeñas empresas en integración ambiental,,Yucatán,1
,sembrar más árboles para la deforestación,,Yucatán,1
,clausurar coca cola,,Yucatán,1
,mucha vigilancia en los programas,,Yucatán,1
,mayor vigilancia y restricciones en el uso de agroquímicos y prácticas nosivas,,Yucatán,1
,buscar un lugar apropiado,,Yucatán,1
,acabar con la corrupción,,Yucatán,1
,"continuar con la reforestación utilizar más energias limpias, solar y eólica",,Yucatán,1
,no permitir más deforestación que s eprotejan los cenotes y areas naturales,,Yucatán,1
,tener conciencia en el ambiente familiar y cuidar la limpieza cada hogar,,Yucatán,1
,implementar varias asociaciones e invitar al pueblo a participar en cada una de ellas,,Yucatán,1
,"vigilancia a las empresas con el fin de impedir que contaminen ríos subterraneos y cenotes, sugerir a las empresas producir productos d emadera con el fin de evitar el consumismo y la contaminación de los productos desechables",,Yucatán,1
,sembrar árboles de gran tamaño para tener más oxígeno,,Yucatán,1
,"fortalecer el campo para los pequeños agricultores y ganaderos, no solo apoyo para los de siempre",,Yucatán,1
,"no usar químicos, poner la basura en su lugar adecuado",,Yucatán,1
,aumentar la producción agricola,,Yucatán,1
,poner mas leyes para esos taladores de árboles que la autoridad solo observa ,,Yucatán,1
,prohibir construcción de hoteles en los humedales para el cuidado de las costas mexicanas y del mundo,,Yucatán,1
,legislar para evitar químicos en las áreas agricolas y apoyar para producir fertilizantes orgánicos,,Yucatán,1
,incluir programas de sustentabilidad para generar desarrollos productivos pero sostenible teniendo en cuenta el medio ambiente,,Yucatán,1
,retomar la soberanía alimentaria,,Yucatán,1
,más reforestación,,Yucatán,1
,multar a los que tiran basura en las carreteras,,Yucatán,1
,hay mucho mal olor en los rastros y ranchos de jorge díaz,,Yucatán,1
,rescatar las prácticas ancestrales de la gente indígena producir para autoconsumo,,Yucatán,1
,mejoramiento de la energía eléctrica con paneles solares,,Yucatán,1
,necesitamos gente capaz y necesitamos más escuelas,,Yucatán,1
,proyectos y programas medio ambientales,,Yucatán,1
,"no contaminar con pesticidades el agua, menos químicos",,Yucatán,1
,"la ampliación de la energía eléctrica y las calles, mejoramiento del pueblo",,Yucatán,1
,cursos en las escuelas y empezar a dar el ejemplo en el reciclaje y separación de basura,,Yucatán,1
,mayor difusión de cada uno de los puntos propuestos,,Yucatán,1
,que trabaje mejor,,Yucatán,1
,que cuidemos nuestra casa la tierra,,Yucatán,1
,"en mi comunidad es concientizar a la quente a no tirar basura, sacar a los extranjeros como enerai, está acabando con los mantos acuíferos",,Yucatán,1
,que haya un control efectivo sobre aguas residuales que afecta mucho al medio ambiente,,Yucatán,1
,cuidar los pueblos de los tiraderos de basura,,Yucatán,1
,que haya más vigilancia para que no tiren basura donde quieran,,Yucatán,1
,implementar normas que regulen a las empresas privadas el uso indiscriminado d elos recursos naturales,,Yucatán,1
,más espacio para que los campesinos puedan tener los principales,,Yucatán,1
,que haya más vigilancia para mantener limpio el camnpo y así evitar tanta contaminación,,Yucatán,1
,"produccion de más árbles como citricos, reforestar",,Yucatán,1
,no cortar los árboles ,,Yucatán,1
,que aplique leyes para llevar a cabo esas anomalias,,Yucatán,1
,no talar árbpoles,,Yucatán,1
,"alejar a los ranchos de la ciudad, crea pestilencia y enfermedades",,Yucatán,1
,las leyes se apliquen evitar la contaminación alejar los ranchos de la ciudad,,Yucatán,1
,bajar la contaminación ,,Yucatán,1
,convocar a los comisariados ejidales para escoger para hacer rellenos sanitarios,,Yucatán,1
,"alejar de la ciudad los corrales del señor de la seder jorge díaz, existe una pestilencia todos los días",,Yucatán,1
,"sembrar árbloes, alejar corrales del pueblo",,Yucatán,1
,"cu9idado de mares, ríos u oceano, proyecto de RSU",,Yucatán,1
,apoyos en general,,Yucatán,1
,"evitar las quemas, apoyo para proteger el medio ambiente ",,Yucatán,1
,,,Yucatán,1
Programa social para el mantenimiento de lugares importantes ,Evitar el ingreso al país de empresas que contaminen el suelo ,"Apoyos para cultivo de hortalizas, hidroponia y ganaería menor ",Yucatán,2
Reformar el articulo 27 para que no se vendan los ejidos a extranjeros ,Regular tierras para la agricultura y vivienda ,Concientizar a las personas que cuentan con terrenos para sembrar y los usen,Yucatán,2
Fortalecer el uso de la lengua maya ,Que en cada comunidad se implemente el relleno sanitario de calidad ,Quitar el intermeiarismo entre el campesino y quien compra su proucto ,Yucatán,2
Cuidar el sueldo que se le asignan a funcionarios publicos de gobiernos municipales ,Condicionar más a las empresas para que cumplan con el tratamiento de aguas residuales,Supervizar que los precios sean justos para los prouctos de los campesinos ,Yucatán,2
Conservar tradiciones de comindades indigenas ,,Invertir en energía solar o eolica ,Yucatán,2
"Garantizar acceso a la electricidad, agua, calles en las comunidades indigenas. ",,Vigilancia al programa sembrando vida,Yucatán,2
,,Apoyo en los sistemas de riego para las personas campesinas ,Yucatán,2
,,"Fortalecer Sembrando Vida con sistemas de riego, implementar créditos blanso a pequeños y medianos productores, fomentar la producción de traspatio: aves y huertos ",Yucatán,2
,,Más maquinaria para trabajar la tierra ,Yucatán,2
,,Crear programas para hacer pozos y sirvan para el riego ,Yucatán,2
,,Supervisión a las personas responsables de llevar el programa Sembrando Vida. Rescatar la siembra y cosecha del henequen ,Yucatán,2
,,Fortalecer la productividad de los jóvenes en el campo ,Yucatán,2
,,Fortalecer el cooperativismo ,Yucatán,2
,,"Impulzar producción en los ejidos, integrar a profesionas de las comunidades a los proyectos prouctivos ",Yucatán,2
,,Aperturar lugares donde el campesino puea vender sus productos ,Yucatán,2
,,Educación financiera para personas del campo ,Yucatán,2
,,Programa de apoyo de semillas para cultivo local ,Yucatán,2
,,Prorama social de canasta básica para los pueblos indigenas ,Yucatán,2
,,"Vigilar el programa sembrando vida, que llegue a las personas que lo necesitan ",Yucatán,2
Programas en las escuelas primarias para aprender Maya ,Revizar y castigar a quienes exploten y contaminen los mares y acumulaciones de agua ,Menos intermediarios ,Yucatán,4
Reforma a la ley para que personas 100% indigenas ocupen cargos públicos en los tres niveles de gobierno,Exigir que para que se construya un franccionamiento deben de dejar arboles y áreas de parques ,Fomentar la proucción interna antes que la importación ,Yucatán,4
Más centros educativos de nivel superior en comunidades indigenas ,Aplicar mayores sanciones al desarrollo urbano que no cumpla con las leyes del cuidado al meio ambiente ,Fomentar más la apicultura ,Yucatán,4
Enseñar el idioma Maya dese preescolar hasta univesidad ,Implementar programas para tratar aguas residuales ,Recuperar la milpa maya ,Yucatán,4
Promover el aprendizaje de lenguas originarias ,Recolección de agua de lluvia ,La ganadería puede ser una opción ,Yucatán,4
,Educación continua e incentivos para cuidar el medio ambiente ,Campañas para aprender a cuidar y cultivar tus propios alimentos ,Yucatán,4
,Impulsar proyectos cientificos para proteger y reparar el medio ambiente ,Fomentar la proucción de hortalizas y plantas medicinales para autoconsumo. Implementar invernaderos de plantas nativas para proveer a productores. ,Yucatán,4
,Acueductos para aprovechar el agua de los ríos ,Producir sin transgenicos ,Yucatán,4
,Limitar la construcción de fraccionamientos ,"Ampliar el alcance a ambitos municipales, promover casos de exito por canales de comunicación ",Yucatán,4
,Consultar a las comunidades cuando se quiera instalar una granja ,Garantizar precios dignos de compra de sus cosechas ,Yucatán,4
,,Mayor número de espacios protegidos que se dediquen a la proucción alimentaria,Yucatán,4
,,Más desarrollo del campo en lugar de desarrollo inmobiliario ,Yucatán,4
,,"Impulsar centros cientificos para el cultivo, cuidado y mejoramiento de semillas",Yucatán,4
,,Siembra de maíz criollo y fomentar el autoabasto ,Yucatán,4
,,"Tratar de evitar que se siga construyendo pavimento, para seguir teniendo tierras donde sembrar ",Yucatán,4
,,Huertos familiares para uso comunitario ,Yucatán,4
,,Registrar a personas que tengan patios donde puedan sembrar y capacitarles y darles los insumos ,Yucatán,4
,,La buraocracia y la falta de información limita a los campesinos ,Yucatán,4
,,"Que se enseñe a los campesinos a sembrar canabis lúdica, amapola y coca. ",Yucatán,4
,,Alto a las constructoras de casas y condominios ,Yucatán,4
,,Alto a la tala de arboles ,Yucatán,4
,,dismunir el costo de los alimentos sanos en los supers. ,Yucatán,4
,,Invertir en tecnología para el campo ,Yucatán,4
,,Subsidios a alimentos naturales para que la gente tenga mayor acceso a ellos ,Yucatán,4
,,"Que en el programa Sembrando Vida, el cultivo sea rotativo ",Yucatán,4
,,Fomento al cultivo de abeja melipona ,Yucatán,4
,,Crear escuelas de campo ,Yucatán,4
,,Más maquinaria en manos de los campesinos ,Yucatán,4
Apoyo con medicamentos,Ponerle más atención.,más apoyo con los fertilizantes,Yucatán,5
se necesita más apoyo de vivienda,que siga el apoyo del campo para integrar mas ejidatarios,crear programas específicos en cada estado de la república,Yucatán,5
más apoyo a vivienda,seguir con el programa sembrando vida,autosuficiencia alimentaria ,Yucatán,5
apoyo para los adultos y discapacitados y madres solteras,sembrar muchos más árboles,más apoyos a las personas vulnerables y que lleguen los recursos a más personas,Yucatán,5
tener más dialogo con la gente pobre,que siga así.,calles dignas reactivación de campo,Yucatán,5
apoyar a una inclusión en las sociedades,sanciones severas a la caza furtiva e ilegal,ha dado apoyos más que otros gobiernos y creado programas para el campo,Yucatán,5
apoyos directos como hasta ahora,Hacer un estudio de como mejorar en el medio ambiente. ,más apoyos al campo como maquinaria y herramientas para facilitar los trabajos,Yucatán,5
que los pueblos tengan más oportunidades,cuidar los bosques y praderas del campo,reacondicionar los campo que hay en Maxcanú para que se trabaje la tierra y se tenga producción nuevamente,Yucatán,5
igualdad de justicia para todos,cuidar el agua y rios donde hay,"este gobierno va muy bien, arriba la 4t",Yucatán,5
acercamiento de los apoyos federales en tiempo y forma,evitar no usar incenticida porque contamin el ambiente,que se siga apoyando al campo pero que también sea vigilado,Yucatán,5
redorzar los programas en apoyo a la cultura del estado y los municipios,sembrar más arboles,fortalecer programas sociales,Yucatán,5
"que los pueblos tengan acompañamiento de loas instituciones, de manera real y no se simule",cuidar la comunidad del pueblo mexicano,han dado recursos al campo darle continuidad,Yucatán,5
apoyar a todas y todos,Fomentar nuestra tradición a nivel internacional con la llegada del tren maya,les ha dado esperanza para seguir trabajando el campo. continuar con todos los apoyos que ya hay,Yucatán,5
que nunca más se margine y que no solo en política se acerquen a ellos y promover sus artesanías a nivel nacional y porque no a nivel mundial,sembrar más arboles,tratar de mejorar la vida de los campesinos a través de programas. supervisar la venta de terrenos ejidales,Yucatán,5
igualdad de derechos,exigir la siembra de semillas nativas,"ha hecho mucho y felicito al presidente de México AMLO que siga así y mejore para el bienestar de todos vamos por más luchemos, adelante.",Yucatán,5
conservar la lengua maya y otros programas que se han estado realizando en todo el país,que tengan seguimiento todos los programas que contemplan la conservación del medio ambiente.,rehabilitación de los terrenos para la siembra de maíz y frijol,Yucatán,5
continur con sembrando vida,dejar lompio las orillas de la carretera,"rehabilitación de zonas de riesgo, pozos para agua potable",Yucatán,5
que se siga atendiendo a todos los pueblos originarios,no tirar basura,más apoyo local,Yucatán,5
que se respete y se cumpla,brindar protección a los municipios vulnerables,más apoyo al campo,Yucatán,5
conservar las areas naturales y darle el usufructo a los pueblos orginarios,no tirar basura a las orillas de la carretera,yo lucho por mi pueblo yo busco justicia ,Yucatán,5
un sistema que garantice que nadie le pueda quitar sus tierras a los legitimos propietarios,sembrar más arboles,"deseo que se de maquinarias, fertilizantes, líquidos que se hagan pozos",Yucatán,5
